237000000,19995,en,Avatar,150.437577,2787965087,162,Released,7.2,11800,2,flop
300000000,285,en,Pirates of the Caribbean: At World's End,139.082615,961000000,169,Released,6.9,4500,3,flop
245000000,206647,hi,Dear Zindagi,107.376788,880674609,148,Released,6.3,4466,4,hit
250000000,49026,en,The Dark Knight Rises,112.31295,1084939099,165,Released,7.6,9106,5,hit
260000000,49529,en,John Carter,43.926995,284139100,132,Released,6.1,2124,3,flop
258000000,559,en,Spider-Man 3,115.699814,890871626,139,Released,5.9,3576,4,hit
260000000,38757,en,Tangled,48.681969,591794936,100,Released,7.4,3330,1,flop
280000000,99861,hi,Spectre,134.279229,1405403694,141,Released,7.3,6767,3,hit
250000000,767,hi,Harry Potter and the Half-Blood Prince,98.885637,933959197,153,Released,7.4,5293,4,hit
250000000,209112,en,Batman v Superman: Dawn of Justice,155.790452,873260194,151,Released,5.7,7004,2,flop
270000000,1452,en,Superman Returns,57.925623,391081192,154,Released,5.4,1400,2,flop
200000000,10764,en,Quantum of Solace,107.928811,586090727,106,Released,6.1,2965,3,flop
200000000,58,en,Pirates of the Caribbean: Dead Man's Chest,145.847379,1065659812,151,Released,7,5246,4,hit
255000000,57201,en,The Lone Ranger,49.046956,89289910,149,Released,5.9,2311,5,hit
225000000,49521,en,Man of Steel,99.398009,662845518,143,Released,6.5,6359,2,flop
225000000,2454,en,The Chronicles of Narnia: Prince Caspian,53.978602,419651413,150,Released,6.3,1630,3,flop
220000000,24428,en,The Avengers,144.448633,1519557910,143,Released,7.4,11776,1,flop
380000000,1865,en,Pirates of the Caribbean: On Stranger Tides,135.413856,1045713802,136,Released,6.4,4948,2,flop
225000000,41154,en,Men in Black 3,52.035179,624026776,106,Released,6.2,4160,5,hit
250000000,122917,en,The Hobbit: The Battle of the Five Armies,120.965743,956019788,144,Released,7.1,4760,3,flop
215000000,1930,hi,The Amazing Spider-Man,89.866276,752215857,136,Released,6.5,6586,4,hit
200000000,20662,hi,Robin Hood,37.668301,310669540,140,Released,6.2,1398,2,flop
250000000,57158,hi,The Hobbit: The Desolation of Smaug,94.370564,958400000,161,Released,7.6,4524,3,hit
180000000,2268,hi,The Golden Compass,42.990906,372234864,113,Released,5.8,1303,5,hit
207000000,254,en,King Kong,61.22601,550000000,187,Released,6.6,2337,3,flop
200000000,597,en,Titanic,100.025899,1845034188,194,Released,7.5,7562,4,hit
250000000,271110,en,Captain America: Civil War,198.372395,1153304495,147,Released,7.1,7241,3,flop
209000000,44833,en,Battleship,64.928382,303025485,131,Released,5.5,2114,3,flop
150000000,135397,en,Jurassic World,418.708552,1513528810,124,Released,6.5,8662,4,hit
200000000,37724,hi,Skyfall,93.004993,1108561013,143,Released,6.9,7604,3,hit
200000000,558,en,Spider-Man 2,35.149586,783766341,127,Released,6.7,4321,5,hit
200000000,68721,hi,Iron Man 3,77.68208,1215439994,130,Released,6.8,8806,2,flop
200000000,12155,hi,Alice in Wonderland,78.530105,1025491110,108,Released,6.4,4645,3,hit
210000000,36668,hi,X-Men: The Last Stand,3.857526,459359555,104,Released,6.3,3525,4,hit
200000000,62211,hi,Monsters University,89.186492,743559607,104,Released,7,3528,4,hit
150000000,8373,en,Transformers: Revenge of the Fallen,21.939663,836297228,150,Released,6,3138,3,flop
210000000,91314,en,Transformers: Age of Extinction,116.840296,1091405097,165,Released,5.8,3095,5,hit
200000000,68728,en,Oz: The Great and Powerful,46.985445,491868548,130,Released,5.7,3530,2,flop
200000000,102382,en,The Amazing Spider-Man 2,89.270217,705717432,142,Released,6.5,4179,4,hit
170000000,20526,en,TRON: Legacy,73.79505,400062763,125,Released,6.3,2841,1,flop
200000000,49013,en,Cars 2,49.98659,559852396,106,Released,5.8,2033,4,hit
200000000,44912,en,Green Lantern,51.872839,219851172,114,Released,5.1,2487,3,flop
200000000,10193,en,Toy Story 3,59.995418,1066969703,103,Released,7.6,4597,4,hit
200000000,534,en,Terminator Salvation,71.862892,371353001,115,Released,5.9,2463,3,flop
190000000,168259,hi,Furious 7,102.322217,1506249360,137,Released,7.3,4176,2,flop
200000000,72190,en,World War Z,81.834855,531865000,116,Released,6.7,5560,5,hit
250000000,127585,en,X-Men: Days of Future Past,118.078691,747862775,131,Released,7.5,6032,4,hit
190000000,54138,en,Star Trek Into Darkness,78.291018,467365246,132,Released,7.4,4418,1,flop
195000000,81005,en,Jack the Giant Slayer,43.349855,197687603,114,Released,5.5,2598,4,hit
105000000,64682,en,The Great Gatsby,61.196071,351040419,143,Released,7.3,3769,5,hit
150000000,9543,en,Prince of Persia: The Sands of Time,62.169881,335154643,116,Released,6.2,2317,5,hit
180000000,68726,hi,Pacific Rim,56.523205,407602906,131,Released,6.7,4794,4,hit
195000000,38356,hi,Transformers: Dark of the Moon,28.529607,1123746996,154,Released,6.1,3299,3,hit
185000000,217,en,Indiana Jones and the Kingdom of the Crystal Skull,75.674458,786636033,122,Released,5.7,2495,3,flop
175000000,105864,hi,The Good Dinosaur,51.692953,331926147,93,Released,6.6,1736,4,hit
185000000,62177,en,Brave,125.114374,538983207,93,Released,6.7,4641,2,flop
185000000,188927,en,Star Trek Beyond,65.352913,343471816,122,Released,6.6,2568,5,hit
180000000,10681,en,WALLÂ·E,66.390712,521311860,98,Released,7.8,6296,3,flop
140000000,5174,en,Rush Hour 3,22.57178,258022233,91,Released,6.1,783,4,hit
200000000,14161,en,2012,45.274225,769653595,158,Released,5.6,4903,3,flop
200000000,17979,en,A Christmas Carol,39.744242,325233863,96,Released,6.6,1095,5,hit
176000003,76757,en,Jupiter Ascending,85.36908,183987723,124,Released,5.2,2768,3,flop
180000000,258489,en,The Legend of Tarzan,42.741719,356743061,109,Released,5.5,2430,2,flop
180000000,411,en,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",67.391328,748806957,143,Released,6.7,2629,5,hit
178000000,246655,hi,X-Men: Apocalypse,139.272042,543934787,144,Released,6.4,4721,5,hit
185000000,155,hi,The Dark Knight,187.322927,1004558444,152,Released,8.2,12002,4,hit
175000000,14160,hi,Up,92.201962,735099082,96,Released,7.7,6870,3,hit
175000000,15512,en,Monsters vs Aliens,36.167578,381509870,94,Released,6,1423,3,flop
140000000,1726,en,Iron Man,120.725053,585174222,126,Released,7.4,8776,2,flop
170000000,44826,en,Hugo,32.319043,185770160,126,Released,7,2141,4,hit
170000000,8487,en,Wild Wild West,40.748915,222104681,106,Released,5.1,1020,4,hit
145000000,1735,en,The Mummy: Tomb of the Dragon Emperor,60.034162,401128639,112,Released,5.2,1387,3,flop
175000000,297761,hi,Suicide Squad,90.23792,745000000,123,Released,5.9,7458,1,flop
175000000,2698,hi,Evan Almighty,27.082182,173000000,96,Released,5.3,1151,4,hit
178000000,137113,en,Edge of Tomorrow,79.456485,370541256,113,Released,7.6,4858,2,flop
175000000,9804,en,Waterworld,44.640292,264218220,135,Released,5.9,992,4,hit
175000000,14869,en,G.I. Joe: The Rise of Cobra,32.852443,302469017,118,Released,5.6,1962,5,hit
175000000,150540,en,Inside Out,128.655964,857611174,94,Released,8,6560,4,hit
175000000,278927,en,The Jungle Book,94.199316,966550600,106,Released,6.7,2892,4,hit
200000000,10138,en,Iron Man 2,77.300194,623933331,124,Released,6.6,6849,2,flop
170000000,58595,en,Snow White and the Huntsman,77.178973,396600000,127,Released,5.8,3118,3,flop
180000000,102651,en,Maleficent,110.620647,758539785,97,Released,7,4496,3,flop
170000000,119450,hi,Dawn of the Planet of the Apes,243.791743,710644566,130,Released,7.3,4410,3,hit
27000000,79698,en,The Lovers,2.418535,0,109,Released,4.8,34,4,hit
175000000,64686,hi,47 Ronin,41.796339,150962475,119,Released,5.9,1326,5,hit
170000000,100402,hi,Captain America: The Winter Soldier,72.225265,714766572,136,Released,7.6,5764,4,hit
165000000,10192,en,Shrek Forever After,44.041186,752600867,93,Released,6,1959,4,hit
190000000,158852,en,Tomorrowland,130.311355,209154322,130,Released,6.2,2846,5,hit
165000000,177572,en,Big Hero 6,203.73459,652105443,102,Released,7.8,6135,5,hit
165000000,82690,en,Wreck-It Ralph,62.341073,471222889,108,Released,7.1,4570,4,hit
